YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,ConsignorCountry,EntryBIPcountryISOcode,BorderInspectionPost,ConsigneeCountry,ImporterCountry,CountryOfOrigin,CountryFromWhereConsigned,DeliveryISO,DeliveryType,ForRe_import,ForInternalMarket,GrossWeight_Kg,TotalNetWeight_Kg,TransshipmentExitBIPcountryISOcode,ExitBIPcountryTransit,DocumentaryCheck,IdentityCheck,PhysicalCheck,LaboratoryTests1,TestedFor,Results1,AcceptableForTranshipment,TranshipmentBIP,TranshipmentEUBIP,TranshipmentUnitNumber,TransitTo3rdCountry,TransitExitBIP,TracesUnitNumber,AcceptableForInternalMarket,AcceptableForSpecificWarehouseProcedure_Article12.4and13,NotAcceptable,RefusalReasons,DateOfSignature,YearOfDecision,QuarterOfDecision,MonthOfDecision,DayOfDecision,Commodity,Commodity_List,Species,Species_List,LaboratoryTests2
2017,Q4,10,28,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,510,430,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-28,2017,Q4,10,28,3028990,03022980|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990,Lethrinus Spp,Caranx Spp|Cynoglossus Spp|Epinephelus Spp|Istiophorus Spp|Leiognathus Spp|Lethrinus Spp|Nemipterus Spp|Otra Pesca|Parastromateus Niger|Rastrelliger Spp|Scomberomorus Spp|Sphyraena Spp|Stolephorus Spp,-
2017,Q4,10,28,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,510,430,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-28,2017,Q4,10,28,3028990,03022980|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990,Nemipterus Spp,Caranx Spp|Cynoglossus Spp|Epinephelus Spp|Istiophorus Spp|Leiognathus Spp|Lethrinus Spp|Nemipterus Spp|Otra Pesca|Parastromateus Niger|Rastrelliger Spp|Scomberomorus Spp|Sphyraena Spp|Stolephorus Spp,-
2017,Q4,10,28,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,510,430,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-28,2017,Q4,10,28,3028990,03022980|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990,Otra Pesca,Caranx Spp|Cynoglossus Spp|Epinephelus Spp|Istiophorus Spp|Leiognathus Spp|Lethrinus Spp|Nemipterus Spp|Otra Pesca|Parastromateus Niger|Rastrelliger Spp|Scomberomorus Spp|Sphyraena Spp|Stolephorus Spp,-
2017,Q4,10,28,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,510,430,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-28,2017,Q4,10,28,3028990,03022980|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990,Parastromateus Niger,Caranx Spp|Cynoglossus Spp|Epinephelus Spp|Istiophorus Spp|Leiognathus Spp|Lethrinus Spp|Nemipterus Spp|Otra Pesca|Parastromateus Niger|Rastrelliger Spp|Scomberomorus Spp|Sphyraena Spp|Stolephorus Spp,-
2017,Q4,10,28,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,510,430,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-28,2017,Q4,10,28,3028990,03022980|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990,Rastrelliger Spp,Caranx Spp|Cynoglossus Spp|Epinephelus Spp|Istiophorus Spp|Leiognathus Spp|Lethrinus Spp|Nemipterus Spp|Otra Pesca|Parastromateus Niger|Rastrelliger Spp|Scomberomorus Spp|Sphyraena Spp|Stolephorus Spp,-
2017,Q4,10,28,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,510,430,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-28,2017,Q4,10,28,3028990,03022980|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990,Scomberomorus Spp,Caranx Spp|Cynoglossus Spp|Epinephelus Spp|Istiophorus Spp|Leiognathus Spp|Lethrinus Spp|Nemipterus Spp|Otra Pesca|Parastromateus Niger|Rastrelliger Spp|Scomberomorus Spp|Sphyraena Spp|Stolephorus Spp,-
2017,Q4,10,28,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,510,430,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-28,2017,Q4,10,28,3028990,03022980|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990,Sphyraena Spp,Caranx Spp|Cynoglossus Spp|Epinephelus Spp|Istiophorus Spp|Leiognathus Spp|Lethrinus Spp|Nemipterus Spp|Otra Pesca|Parastromateus Niger|Rastrelliger Spp|Scomberomorus Spp|Sphyraena Spp|Stolephorus Spp,-
2017,Q4,10,28,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,510,430,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-28,2017,Q4,10,28,3028990,03022980|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990,Stolephorus Spp,Caranx Spp|Cynoglossus Spp|Epinephelus Spp|Istiophorus Spp|Leiognathus Spp|Lethrinus Spp|Nemipterus Spp|Otra Pesca|Parastromateus Niger|Rastrelliger Spp|Scomberomorus Spp|Sphyraena Spp|Stolephorus Spp,-
2017,Q4,10,28,SC,GB,Heathrow,GB,GB,SC,Seychelles,GB,CVEDP,No,Human Consumption,466,404.7,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-29,2017,Q4,10,29,30232,030232|03028990|03044500|03044990|03044990,Thunnus Albacares,Epinephelus Multinotatus|Lutjanus Sebae|Lutjanus Sebae|Thunnus Albacares|Xiphias Gladius,-
2017,Q4,10,28,SC,GB,Heathrow,GB,GB,SC,Seychelles,GB,CVEDP,No,Human Consumption,466,404.7,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-29,2017,Q4,10,29,3028990,030232|03028990|03044500|03044990|03044990,Lutjanus Sebae,Epinephelus Multinotatus|Lutjanus Sebae|Lutjanus Sebae|Thunnus Albacares|Xiphias Gladius,-
2017,Q4,10,28,SC,GB,Heathrow,GB,GB,SC,Seychelles,GB,CVEDP,No,Human Consumption,466,404.7,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-29,2017,Q4,10,29,3044500,030232|03028990|03044500|03044990|03044990,Xiphias Gladius,Epinephelus Multinotatus|Lutjanus Sebae|Lutjanus Sebae|Thunnus Albacares|Xiphias Gladius,-
2017,Q4,10,28,SC,GB,Heathrow,GB,GB,SC,Seychelles,GB,CVEDP,No,Human Consumption,466,404.7,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-29,2017,Q4,10,29,3044990,030232|03028990|03044500|03044990|03044990,Epinephelus Multinotatus,Epinephelus Multinotatus|Lutjanus Sebae|Lutjanus Sebae|Thunnus Albacares|Xiphias Gladius,-
2017,Q4,10,28,SC,GB,Heathrow,GB,GB,SC,Seychelles,GB,CVEDP,No,Human Consumption,466,404.7,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-29,2017,Q4,10,29,3044990,030232|03028990|03044500|03044990|03044990,Lutjanus Sebae,Epinephelus Multinotatus|Lutjanus Sebae|Lutjanus Sebae|Thunnus Albacares|Xiphias Gladius,-
2017,Q4,10,28,CA,GB,Heathrow,GB,GB,CA,Canada,GB,CVEDP,No,Human Consumption,155,117.9,/,/,Satisfactory,Satisfactory,Satisfactory,Yes,Random,Satisfactory,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-31,2017,Q4,10,31,16041100,16041100,Oncorhynchus Nerka,Oncorhynchus Nerka,Listeria spp (excl L. monocytogenes)
2017,Q4,10,29,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,745.5,646.82,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-29,2017,Q4,10,29,3044500,03044500|03044990,Xiphias Gladius,Thunnus Albacares|Xiphias Gladius,-
2017,Q4,10,29,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,745.5,646.82,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-29,2017,Q4,10,29,3044990,03044500|03044990,Thunnus Albacares,Thunnus Albacares|Xiphias Gladius,-
2017,Q4,10,29,MV,GB,Heathrow,GB,GB,MV,Maldives,GB,CVEDP,No,Human Consumption,1175.77,1001.23,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-30,2017,Q4,10,30,3044990,3044990,Thunnus Albacares,Thunnus Albacares,-
2017,Q4,10,29,MV,GB,Heathrow,GB,GB,MV,Maldives,GB,CVEDP,No,Human Consumption,1050.99,910.99,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-29,2017,Q4,10,29,30232,030232|03044990,Thunnus Albacares,Thunnus Albacares|Thunnus Albacares,-
2017,Q4,10,29,MV,GB,Heathrow,GB,GB,MV,Maldives,GB,CVEDP,No,Human Consumption,1050.99,910.99,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-29,2017,Q4,10,29,3044990,030232|03044990,Thunnus Albacares,Thunnus Albacares|Thunnus Albacares,-
2017,Q4,10,29,MV,GB,Heathrow,GB,GB,MV,Maldives,GB,CVEDP,No,Human Consumption,363.63,311.63,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-30,2017,Q4,10,30,30232,030232|03044990,Thunnus Albacares,Thunnus Albacares|Thunnus Albacares,-
2017,Q4,10,29,MV,GB,Heathrow,GB,GB,MV,Maldives,GB,CVEDP,No,Human Consumption,363.63,311.63,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-30,2017,Q4,10,30,3044990,030232|03044990,Thunnus Albacares,Thunnus Albacares|Thunnus Albacares,-
2017,Q4,10,29,MU,GB,Gatwick,US,US,MU,Mauritius,US,CVEDP,No,-,552.7,455,/,GB,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,GBLHR4,/,/,United States,Heathrow,GBLHR4,-,-,-,-,2017-10-30,2017,Q4,10,30,3028990,03028990|03044990,Sciaenops Ocellatus,Sciaenops Ocellatus|Sciaenops Ocellatus,-
2017,Q4,10,29,MU,GB,Gatwick,US,US,MU,Mauritius,US,CVEDP,No,-,552.7,455,/,GB,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,GBLHR4,/,/,United States,Heathrow,GBLHR4,-,-,-,-,2017-10-30,2017,Q4,10,30,3044990,03028990|03044990,Sciaenops Ocellatus,Sciaenops Ocellatus|Sciaenops Ocellatus,-
2017,Q4,10,29,NZ,GB,Manchester,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,1006.2,936.4,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-31,2017,Q4,10,31,20230,020230|020230|020230,Bos Taurus,Bos Taurus|Bos Taurus|Bos Taurus,-
2017,Q4,10,29,NZ,GB,Manchester,GB,GB,NZ,New Zealand,GB,CVEDP,No,Human Consumption,25.1,23.4,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-31,2017,Q4,10,31,20890,020890|020890,Cervus - Rucervus Spp,Cervus - Rucervus Spp|Cervus - Rucervus Spp,-
2017,Q4,10,29,AG,GB,Gatwick,HK,HK,AG,Antigua And Barbuda,HK,CVEDP,No,-,440,300,/,GB,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,GBLHR4,/,/,Hong Kong,Heathrow,GBLHR4,-,-,-,-,2017-10-29,2017,Q4,10,29,3063100,3063100,Panulirus Argus,Panulirus Argus,-
2017,Q4,10,29,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,698,445,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-29,2017,Q4,10,29,30232,030232|03028990|03028990|03044500|03044990|03044990,Thunnus Albacares,Epinephelus Chlorostigma|Lutjanus Spp|Scomberomorus Spp|Thunnus Albacares|Thunnus Albacares|Xiphias Gladius,-
2017,Q4,10,29,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,698,445,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-29,2017,Q4,10,29,3028990,030232|03028990|03028990|03044500|03044990|03044990,Epinephelus Chlorostigma,Epinephelus Chlorostigma|Lutjanus Spp|Scomberomorus Spp|Thunnus Albacares|Thunnus Albacares|Xiphias Gladius,-
2017,Q4,10,29,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,698,445,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-29,2017,Q4,10,29,3028990,030232|03028990|03028990|03044500|03044990|03044990,Scomberomorus Spp,Epinephelus Chlorostigma|Lutjanus Spp|Scomberomorus Spp|Thunnus Albacares|Thunnus Albacares|Xiphias Gladius,-
2017,Q4,10,29,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,698,445,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-29,2017,Q4,10,29,3044500,030232|03028990|03028990|03044500|03044990|03044990,Xiphias Gladius,Epinephelus Chlorostigma|Lutjanus Spp|Scomberomorus Spp|Thunnus Albacares|Thunnus Albacares|Xiphias Gladius,-
2017,Q4,10,29,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,698,445,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-29,2017,Q4,10,29,3044990,030232|03028990|03028990|03044500|03044990|03044990,Lutjanus Spp,Epinephelus Chlorostigma|Lutjanus Spp|Scomberomorus Spp|Thunnus Albacares|Thunnus Albacares|Xiphias Gladius,-
2017,Q4,10,29,IN,GB,Heathrow,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,698,445,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-29,2017,Q4,10,29,3044990,030232|03028990|03028990|03044500|03044990|03044990,Thunnus Albacares,Epinephelus Chlorostigma|Lutjanus Spp|Scomberomorus Spp|Thunnus Albacares|Thunnus Albacares|Xiphias Gladius,-
2017,Q4,10,29,LK,GB,Heathrow,GB,GB,LK,Sri Lanka,GB,CVEDP,No,Human Consumption,298,221.85,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-30,2017,Q4,10,30,3044990,3044990,Thunnus Albacares,Thunnus Albacares,-
2017,Q4,10,29,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1164,910,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-30,2017,Q4,10,30,3028990,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063100|03063390|03063690|03063690|03074220,Chirocentrus Dorab,Acetes Spp|Chirocentrus Dorab|Eleutheronema Spp|Fenneropenaeus Indicus|Harpadon Nehereus|Leptomelanosoma Indicum|Loligo Spp|Lutjanus Spp|Otra Pesca|Pampus Argenteus|Pampus Spp|Panulirus Homarus|Parastromateus Niger|Portunus Pelagicus|Scomberomorus Spp,-
2017,Q4,10,29,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1164,910,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-30,2017,Q4,10,30,3028990,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063100|03063390|03063690|03063690|03074220,Eleutheronema Spp,Acetes Spp|Chirocentrus Dorab|Eleutheronema Spp|Fenneropenaeus Indicus|Harpadon Nehereus|Leptomelanosoma Indicum|Loligo Spp|Lutjanus Spp|Otra Pesca|Pampus Argenteus|Pampus Spp|Panulirus Homarus|Parastromateus Niger|Portunus Pelagicus|Scomberomorus Spp,-
2017,Q4,10,29,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1164,910,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-30,2017,Q4,10,30,3028990,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063100|03063390|03063690|03063690|03074220,Harpadon Nehereus,Acetes Spp|Chirocentrus Dorab|Eleutheronema Spp|Fenneropenaeus Indicus|Harpadon Nehereus|Leptomelanosoma Indicum|Loligo Spp|Lutjanus Spp|Otra Pesca|Pampus Argenteus|Pampus Spp|Panulirus Homarus|Parastromateus Niger|Portunus Pelagicus|Scomberomorus Spp,-
2017,Q4,10,29,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1164,910,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-30,2017,Q4,10,30,3028990,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063100|03063390|03063690|03063690|03074220,Leptomelanosoma Indicum,Acetes Spp|Chirocentrus Dorab|Eleutheronema Spp|Fenneropenaeus Indicus|Harpadon Nehereus|Leptomelanosoma Indicum|Loligo Spp|Lutjanus Spp|Otra Pesca|Pampus Argenteus|Pampus Spp|Panulirus Homarus|Parastromateus Niger|Portunus Pelagicus|Scomberomorus Spp,-
2017,Q4,10,29,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1164,910,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-30,2017,Q4,10,30,3028990,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063100|03063390|03063690|03063690|03074220,Lutjanus Spp,Acetes Spp|Chirocentrus Dorab|Eleutheronema Spp|Fenneropenaeus Indicus|Harpadon Nehereus|Leptomelanosoma Indicum|Loligo Spp|Lutjanus Spp|Otra Pesca|Pampus Argenteus|Pampus Spp|Panulirus Homarus|Parastromateus Niger|Portunus Pelagicus|Scomberomorus Spp,-
2017,Q4,10,29,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1164,910,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-30,2017,Q4,10,30,3028990,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063100|03063390|03063690|03063690|03074220,Otra Pesca,Acetes Spp|Chirocentrus Dorab|Eleutheronema Spp|Fenneropenaeus Indicus|Harpadon Nehereus|Leptomelanosoma Indicum|Loligo Spp|Lutjanus Spp|Otra Pesca|Pampus Argenteus|Pampus Spp|Panulirus Homarus|Parastromateus Niger|Portunus Pelagicus|Scomberomorus Spp,-
2017,Q4,10,29,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1164,910,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-30,2017,Q4,10,30,3028990,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063100|03063390|03063690|03063690|03074220,Pampus Argenteus,Acetes Spp|Chirocentrus Dorab|Eleutheronema Spp|Fenneropenaeus Indicus|Harpadon Nehereus|Leptomelanosoma Indicum|Loligo Spp|Lutjanus Spp|Otra Pesca|Pampus Argenteus|Pampus Spp|Panulirus Homarus|Parastromateus Niger|Portunus Pelagicus|Scomberomorus Spp,-
2017,Q4,10,29,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1164,910,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-30,2017,Q4,10,30,3028990,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063100|03063390|03063690|03063690|03074220,Pampus Spp,Acetes Spp|Chirocentrus Dorab|Eleutheronema Spp|Fenneropenaeus Indicus|Harpadon Nehereus|Leptomelanosoma Indicum|Loligo Spp|Lutjanus Spp|Otra Pesca|Pampus Argenteus|Pampus Spp|Panulirus Homarus|Parastromateus Niger|Portunus Pelagicus|Scomberomorus Spp,-
2017,Q4,10,29,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1164,910,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-30,2017,Q4,10,30,3028990,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063100|03063390|03063690|03063690|03074220,Parastromateus Niger,Acetes Spp|Chirocentrus Dorab|Eleutheronema Spp|Fenneropenaeus Indicus|Harpadon Nehereus|Leptomelanosoma Indicum|Loligo Spp|Lutjanus Spp|Otra Pesca|Pampus Argenteus|Pampus Spp|Panulirus Homarus|Parastromateus Niger|Portunus Pelagicus|Scomberomorus Spp,-
2017,Q4,10,29,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1164,910,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-30,2017,Q4,10,30,3028990,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063100|03063390|03063690|03063690|03074220,Scomberomorus Spp,Acetes Spp|Chirocentrus Dorab|Eleutheronema Spp|Fenneropenaeus Indicus|Harpadon Nehereus|Leptomelanosoma Indicum|Loligo Spp|Lutjanus Spp|Otra Pesca|Pampus Argenteus|Pampus Spp|Panulirus Homarus|Parastromateus Niger|Portunus Pelagicus|Scomberomorus Spp,-
2017,Q4,10,29,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1164,910,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-30,2017,Q4,10,30,3063100,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063100|03063390|03063690|03063690|03074220,Panulirus Homarus,Acetes Spp|Chirocentrus Dorab|Eleutheronema Spp|Fenneropenaeus Indicus|Harpadon Nehereus|Leptomelanosoma Indicum|Loligo Spp|Lutjanus Spp|Otra Pesca|Pampus Argenteus|Pampus Spp|Panulirus Homarus|Parastromateus Niger|Portunus Pelagicus|Scomberomorus Spp,-
2017,Q4,10,29,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1164,910,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-30,2017,Q4,10,30,3063390,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063100|03063390|03063690|03063690|03074220,Portunus Pelagicus,Acetes Spp|Chirocentrus Dorab|Eleutheronema Spp|Fenneropenaeus Indicus|Harpadon Nehereus|Leptomelanosoma Indicum|Loligo Spp|Lutjanus Spp|Otra Pesca|Pampus Argenteus|Pampus Spp|Panulirus Homarus|Parastromateus Niger|Portunus Pelagicus|Scomberomorus Spp,-
2017,Q4,10,29,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1164,910,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-30,2017,Q4,10,30,3063690,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063100|03063390|03063690|03063690|03074220,Acetes Spp,Acetes Spp|Chirocentrus Dorab|Eleutheronema Spp|Fenneropenaeus Indicus|Harpadon Nehereus|Leptomelanosoma Indicum|Loligo Spp|Lutjanus Spp|Otra Pesca|Pampus Argenteus|Pampus Spp|Panulirus Homarus|Parastromateus Niger|Portunus Pelagicus|Scomberomorus Spp,-
2017,Q4,10,29,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1164,910,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-30,2017,Q4,10,30,3063690,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063100|03063390|03063690|03063690|03074220,Fenneropenaeus Indicus,Acetes Spp|Chirocentrus Dorab|Eleutheronema Spp|Fenneropenaeus Indicus|Harpadon Nehereus|Leptomelanosoma Indicum|Loligo Spp|Lutjanus Spp|Otra Pesca|Pampus Argenteus|Pampus Spp|Panulirus Homarus|Parastromateus Niger|Portunus Pelagicus|Scomberomorus Spp,-
2017,Q4,10,29,IN,GB,Manchester,GB,GB,IN,India,GB,CVEDP,No,Human Consumption,1164,910,/,/,Satisfactory,Satisfactory,Not Done,No,-,-,Acceptable,/,/,/,-,/,/,Human Consumption,-,-,-,2017-10-30,2017,Q4,10,30,3074220,03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03028990|03063100|03063390|03063690|03063690|03074220,Loligo Spp,Acetes Spp|Chirocentrus Dorab|Eleutheronema Spp|Fenneropenaeus Indicus|Harpadon Nehereus|Leptomelanosoma Indicum|Loligo Spp|Lutjanus Spp|Otra Pesca|Pampus Argenteus|Pampus Spp|Panulirus Homarus|Parastromateus Niger|Portunus Pelagicus|Scomberomorus Spp,-
